,number,opened_by
527,INC0000197,131
528,INC0000197,131
529,INC0000197,131
530,INC0000197,131
531,INC0000197,131
532,INC0000197,131
533,INC0000197,131
534,INC0000197,131
535,INC0000197,131
536,INC0000197,131
537,INC0000197,131
538,INC0000197,131
539,INC0000197,131
540,INC0000197,131
541,INC0000197,131
542,INC0000197,131
543,INC0000197,131
544,INC0000197,131
545,INC0000197,131
546,INC0000197,131
547,INC0000197,131
548,INC0000199,301
549,INC0000199,301
550,INC0000204,501
551,INC0000204,501
552,INC0000204,501
553,INC0000204,501
554,INC0000207,131
555,INC0000207,131
556,INC0000207,131
557,INC0000207,131
558,INC0000207,131
559,INC0000211,180
560,INC0000211,180
561,INC0000211,180
562,INC0000211,180
563,INC0000211,180
564,INC0000213,40
565,INC0000213,40
566,INC0000213,40
567,INC0000217,301
568,INC0000217,301
569,INC0000217,301
570,INC0000217,301
571,INC0000217,301
572,INC0000217,301
573,INC0000217,301
574,INC0000217,301
575,INC0000218,180
576,INC0000218,180
577,INC0000218,180
578,INC0000218,180
579,INC0000218,180
580,INC0000218,180
581,INC0000218,180
582,INC0000220,40
583,INC0000220,40
584,INC0000220,40
585,INC0000220,40
586,INC0000220,40
587,INC0000220,40
588,INC0000221,131
589,INC0000221,131
590,INC0000221,131
591,INC0000221,131
592,INC0000221,131
593,INC0000223,40
594,INC0000223,40
595,INC0000223,40
596,INC0000223,40
597,INC0000223,40
598,INC0000223,40
599,INC0000223,40
600,INC0000223,40
601,INC0000223,40
602,INC0000223,40
603,INC0000228,301
604,INC0000228,301
605,INC0000228,301
606,INC0000228,301
607,INC0000230,55
608,INC0000230,55
609,INC0000230,55
610,INC0000230,55
611,INC0000230,55
612,INC0000230,55
613,INC0000230,55
614,INC0000230,55
615,INC0000230,55
616,INC0000230,55
617,INC0000232,501
618,INC0000232,501
619,INC0000232,501
620,INC0000232,501
621,INC0000232,501
622,INC0000232,501
623,INC0000232,501
624,INC0000232,501
625,INC0000232,501
626,INC0000232,501
627,INC0000232,501
628,INC0000232,501
629,INC0000232,501
630,INC0000236,131
631,INC0000236,131
632,INC0000236,131
633,INC0000236,131
634,INC0000237,62
635,INC0000237,62
636,INC0000237,62
637,INC0000237,62
638,INC0000246,24
639,INC0000246,24
640,INC0000246,24
641,INC0000246,24
642,INC0000246,24
643,INC0000246,24
644,INC0000246,24
645,INC0000246,24
646,INC0000246,24
647,INC0000250,301
648,INC0000250,301
649,INC0000250,301
650,INC0000250,301
651,INC0000250,301
652,INC0000250,301
653,INC0000250,301
654,INC0000250,301
655,INC0000250,301
656,INC0000250,301
657,INC0000250,301
658,INC0000250,301
659,INC0000250,301
660,INC0000250,301
661,INC0000250,301
662,INC0000250,301
663,INC0000250,301
664,INC0000253,55
665,INC0000253,55
666,INC0000253,55
667,INC0000253,55
668,INC0000253,55
669,INC0000253,55
670,INC0000253,55
671,INC0000257,501
672,INC0000257,501
673,INC0000257,501
674,INC0000257,501
675,INC0000259,62
676,INC0000259,62
677,INC0000259,62
678,INC0000259,62
679,INC0000259,62
680,INC0000259,62
681,INC0000259,62
682,INC0000259,62
683,INC0000259,62
684,INC0000259,62
685,INC0000260,257
686,INC0000260,257
687,INC0000260,257
688,INC0000261,128
689,INC0000261,128
690,INC0000261,128
691,INC0000261,128
692,INC0000261,128
693,INC0000261,128
694,INC0000261,128
695,INC0000261,128
696,INC0000262,40
697,INC0000262,40
698,INC0000262,40
699,INC0000262,40
700,INC0000262,40
701,INC0000262,40
702,INC0000262,40
703,INC0000262,40
704,INC0000265,55
705,INC0000265,55
706,INC0000265,55
707,INC0000265,55
708,INC0000265,55
709,INC0000265,55
710,INC0000265,55
711,INC0000265,55
712,INC0000266,40
713,INC0000266,40
714,INC0000266,40
715,INC0000266,40
716,INC0000266,40
717,INC0000266,40
718,INC0000266,40
719,INC0000266,40
720,INC0000266,40
721,INC0000266,40
722,INC0000266,40
723,INC0000266,40
724,INC0000268,301
725,INC0000268,301
726,INC0000268,301
727,INC0000268,301
728,INC0000268,301
729,INC0000268,301
730,INC0000268,301
731,INC0000268,301
732,INC0000268,301
733,INC0000268,301
734,INC0000268,301
735,INC0000268,301
736,INC0000268,301
737,INC0000268,301
738,INC0000268,301
739,INC0000268,301
740,INC0000268,301
741,INC0000268,301
742,INC0000269,301
743,INC0000269,301
744,INC0000272,221
745,INC0000272,221
746,INC0000272,221
747,INC0000272,221
748,INC0000272,221
749,INC0000272,221
750,INC0000272,221
751,INC0000272,221
752,INC0000272,221
753,INC0000272,221
754,INC0000272,221
755,INC0000272,221
756,INC0000273,40
757,INC0000273,40
758,INC0000273,40
759,INC0000273,40
760,INC0000273,40
761,INC0000273,40
762,INC0000278,433
763,INC0000278,433
764,INC0000278,433
765,INC0000278,433
766,INC0000278,433
767,INC0000278,433
768,INC0000279,55
769,INC0000279,55
770,INC0000279,55
771,INC0000279,55
772,INC0000280,301
773,INC0000280,301
774,INC0000280,301
775,INC0000280,301
776,INC0000280,301
777,INC0000280,301
778,INC0000280,301
779,INC0000280,301
780,INC0000280,301
781,INC0000280,301
782,INC0000280,301
783,INC0000280,301
784,INC0000282,40
785,INC0000282,40
786,INC0000282,40
787,INC0000282,40
788,INC0000283,386
789,INC0000283,386
790,INC0000283,386
791,INC0000283,386
792,INC0000283,386
793,INC0000283,386
794,INC0000283,386
795,INC0000283,386
796,INC0000283,386
797,INC0000284,62
798,INC0000284,62
799,INC0000284,62
800,INC0000284,62
801,INC0000284,62
802,INC0000284,62
803,INC0000285,55
804,INC0000285,55
805,INC0000285,55
806,INC0000285,55
807,INC0000285,55
808,INC0000285,55
809,INC0000286,40
810,INC0000286,40
811,INC0000286,40
812,INC0000286,40
813,INC0000286,40
814,INC0000290,301
815,INC0000290,301
816,INC0000292,501
817,INC0000292,501
818,INC0000292,501
819,INC0000292,501
820,INC0000292,501
821,INC0000292,501
822,INC0000292,501
823,INC0000292,501
824,INC0000292,501
825,INC0000292,501
826,INC0000294,240
827,INC0000294,240
828,INC0000294,240
829,INC0000294,240
830,INC0000294,240
831,INC0000294,240
832,INC0000294,240
833,INC0000294,240
834,INC0000294,240
835,INC0000294,240
836,INC0000294,240
837,INC0000294,240
838,INC0000294,240
839,INC0000294,240
840,INC0000294,240
841,INC0000294,240
842,INC0000294,240
843,INC0000294,240
844,INC0000294,240
845,INC0000294,240
846,INC0000294,240
847,INC0000295,221
848,INC0000295,221
849,INC0000295,221
850,INC0000295,221
851,INC0000295,221
852,INC0000297,221
853,INC0000297,221
854,INC0000297,221
855,INC0000297,221
856,INC0000297,221
857,INC0000297,221
858,INC0000298,433
859,INC0000298,433
860,INC0000298,433
861,INC0000298,433
862,INC0000298,433
863,INC0000301,221
864,INC0000301,221
865,INC0000301,221
866,INC0000301,221
867,INC0000301,221
868,INC0000301,221
869,INC0000301,221
870,INC0000302,55
871,INC0000302,55
872,INC0000302,55
873,INC0000302,55
874,INC0000302,55
875,INC0000302,55
876,INC0000302,55
877,INC0000302,55
878,INC0000302,55
879,INC0000302,55
880,INC0000303,325
881,INC0000303,325
882,INC0000303,325
883,INC0000303,325
884,INC0000303,325
885,INC0000303,325
886,INC0000303,325
887,INC0000303,325
888,INC0000304,221
889,INC0000304,221
890,INC0000304,221
891,INC0000304,221
892,INC0000304,221
893,INC0000304,221
894,INC0000305,221
895,INC0000305,221
896,INC0000305,221
897,INC0000305,221
898,INC0000305,221
899,INC0000305,221
900,INC0000305,221
901,INC0000305,221
902,INC0000305,221
903,INC0000305,221
904,INC0000306,62
905,INC0000306,62
906,INC0000306,62
907,INC0000306,62
908,INC0000307,433
909,INC0000307,433
910,INC0000307,433
911,INC0000307,433
912,INC0000307,433
913,INC0000310,433
914,INC0000310,433
915,INC0000310,433
916,INC0000310,433
917,INC0000315,386
918,INC0000315,386
919,INC0000315,386
920,INC0000315,386
921,INC0000315,386
922,INC0000315,386
923,INC0000317,433
924,INC0000317,433
925,INC0000317,433
926,INC0000317,433
927,INC0000317,433
928,INC0000317,433
929,INC0000318,433
930,INC0000318,433
931,INC0000318,433
932,INC0000318,433
933,INC0000318,433
934,INC0000318,433
935,INC0000319,62
936,INC0000319,62
937,INC0000319,62
938,INC0000319,62
939,INC0000319,62
940,INC0000323,55
941,INC0000323,55
942,INC0000324,381
943,INC0000324,381
944,INC0000324,381
945,INC0000324,381
946,INC0000324,381
947,INC0000325,433
948,INC0000325,433
949,INC0000325,433
950,INC0000325,433
951,INC0000329,301
952,INC0000329,301
953,INC0000329,301
954,INC0000329,301
955,INC0000329,301
956,INC0000329,301
957,INC0000329,301
958,INC0000329,301
959,INC0000329,301
960,INC0000329,301
961,INC0000329,301
962,INC0000329,301
963,INC0000329,301
964,INC0000329,301
965,INC0000329,301
966,INC0000329,301
967,INC0000330,433
968,INC0000330,433
969,INC0000330,433
970,INC0000330,433
971,INC0000330,433
972,INC0000332,55
973,INC0000332,55
974,INC0000332,55
975,INC0000332,55
976,INC0000332,55
977,INC0000332,55
978,INC0000332,55
979,INC0000332,55
980,INC0000332,55
981,INC0000332,55
982,INC0000332,55
983,INC0000332,55
984,INC0000332,55
985,INC0000332,55
986,INC0000332,55
987,INC0000332,55
988,INC0000332,55
989,INC0000333,433
990,INC0000333,433
991,INC0000333,433
992,INC0000336,433
993,INC0000336,433
994,INC0000336,433
995,INC0000336,433
996,INC0000337,433
997,INC0000337,433
998,INC0000337,433
999,INC0000338,433
1000,INC0000338,433
1001,INC0000338,433
1002,INC0000338,433
1003,INC0000338,433
1004,INC0000339,386
1005,INC0000339,386
1006,INC0000339,386
1007,INC0000341,433
1008,INC0000341,433
1009,INC0000341,433
1010,INC0000341,433
1011,INC0000341,433
1012,INC0000341,433
1013,INC0000341,433
1014,INC0000341,433
1015,INC0000343,381
1016,INC0000343,381
1017,INC0000343,381
1018,INC0000343,381
1019,INC0000343,381
1020,INC0000345,301
1021,INC0000345,301
1022,INC0000345,301
1023,INC0000345,301
1024,INC0000345,301
1025,INC0000345,301
1026,INC0000345,301
1027,INC0000345,301
1028,INC0000345,301
1029,INC0000346,433
1030,INC0000346,433
1031,INC0000346,433
1032,INC0000346,433
1033,INC0000346,433
1034,INC0000347,386
1035,INC0000347,386
1036,INC0000347,386
1037,INC0000347,386
1038,INC0000347,386
1039,INC0000348,381
1040,INC0000348,381
1041,INC0000348,381
1042,INC0000348,381
1043,INC0000348,381
1044,INC0000348,381
1045,INC0000348,381
1046,INC0000351,433
1047,INC0000351,433
1048,INC0000351,433
1049,INC0000351,433
1050,INC0000352,55
1051,INC0000352,55
1052,INC0000353,386
1053,INC0000353,386
1054,INC0000355,221
1055,INC0000355,221
1056,INC0000355,221
1057,INC0000355,221
1058,INC0000355,221
1059,INC0000356,301
1060,INC0000356,301
1061,INC0000356,301
1062,INC0000356,301
1063,INC0000356,301
1064,INC0000356,301
1065,INC0000356,301
1066,INC0000356,301
1067,INC0000356,301
1068,INC0000357,386
1069,INC0000357,386
1070,INC0000357,386
1071,INC0000357,386
1072,INC0000357,386
1073,INC0000357,386
1074,INC0000358,185
1075,INC0000358,185
1076,INC0000358,185
1077,INC0000358,185
1078,INC0000358,185
1079,INC0000359,381
1080,INC0000359,381
1081,INC0000359,381
1082,INC0000359,381
1083,INC0000359,381
1084,INC0000359,381
1085,INC0000359,381
1086,INC0000359,381
1087,INC0000359,381
1088,INC0000361,386
1089,INC0000361,386
1090,INC0000361,386
1091,INC0000361,386
1092,INC0000361,386
1093,INC0000361,386
1094,INC0000361,386
1095,INC0000361,386
1096,INC0000363,381
1097,INC0000363,381
1098,INC0000363,381
1099,INC0000363,381
1100,INC0000363,381
1101,INC0000369,55
1102,INC0000369,55
1103,INC0000369,55
1104,INC0000370,386
1105,INC0000370,386
1106,INC0000370,386
1107,INC0000370,386
1108,INC0000370,386
1109,INC0000370,386
1110,INC0000371,381
1111,INC0000371,381
1112,INC0000371,381
1113,INC0000371,381
1114,INC0000371,381
1115,INC0000371,381
1116,INC0000372,221
1117,INC0000372,221
1118,INC0000372,221
1119,INC0000372,221
1120,INC0000373,325
1121,INC0000373,325
1122,INC0000373,325
1123,INC0000373,325
1124,INC0000373,325
1125,INC0000374,386
1126,INC0000374,386
1127,INC0000374,386
1128,INC0000374,386
1129,INC0000375,381
1130,INC0000375,381
1131,INC0000375,381
1132,INC0000375,381
1133,INC0000375,381
1134,INC0000375,381
1135,INC0000375,381
1136,INC0000376,55
1137,INC0000376,55
1138,INC0000376,55
1139,INC0000376,55
1140,INC0000377,221
1141,INC0000377,221
1142,INC0000377,221
1143,INC0000377,221
1144,INC0000378,381
1145,INC0000378,381
1146,INC0000378,381
1147,INC0000378,381
1148,INC0000379,191
1149,INC0000379,191
1150,INC0000379,191
1151,INC0000384,386
1152,INC0000384,386
1153,INC0000384,386
1154,INC0000384,386
1155,INC0000385,221
1156,INC0000385,221
1157,INC0000385,221
1158,INC0000385,221
1159,INC0000385,221
1160,INC0000385,221
1161,INC0000385,221
1162,INC0000385,221
1163,INC0000385,221
1164,INC0000385,221
1165,INC0000387,55
1166,INC0000387,55
1167,INC0000387,55
1168,INC0000387,55
1169,INC0000387,55
1170,INC0000387,55
1171,INC0000387,55
1172,INC0000387,55
1173,INC0000387,55
1174,INC0000388,221
1175,INC0000388,221
1176,INC0000388,221
1177,INC0000388,221
1178,INC0000388,221
1179,INC0000388,221
1180,INC0000388,221
1181,INC0000392,55
1182,INC0000392,55
1183,INC0000392,55
1184,INC0000392,55
1185,INC0000392,55
1186,INC0000392,55
1187,INC0000393,386
1188,INC0000393,386
1189,INC0000393,386
1190,INC0000393,386
1191,INC0000395,59
1192,INC0000395,59
1193,INC0000395,59
1194,INC0000395,59
1195,INC0000395,59
1196,INC0000395,59
1197,INC0000395,59
1198,INC0000395,59
1199,INC0000395,59
1200,INC0000395,59
1201,INC0000395,59
1202,INC0000395,59
1203,INC0000396,191
1204,INC0000396,191
1205,INC0000396,191
1206,INC0000396,191
1207,INC0000396,191
1208,INC0000396,191
1209,INC0000396,191
1210,INC0000396,191
1211,INC0000396,191
1212,INC0000396,191
1213,INC0000396,191
1214,INC0000396,191
1215,INC0000396,191
1216,INC0000398,221
1217,INC0000398,221
1218,INC0000398,221
1219,INC0000399,386
1220,INC0000399,386
1221,INC0000400,221
1222,INC0000400,221
1223,INC0000400,221
1224,INC0000400,221
1225,INC0000400,221
1226,INC0000400,221
1227,INC0000400,221
1228,INC0000400,221
1229,INC0000400,221
1230,INC0000400,221
1231,INC0000400,221
1232,INC0000400,221
1233,INC0000400,221
1234,INC0000401,55
1235,INC0000401,55
1236,INC0000401,55
1237,INC0000401,55
1238,INC0000401,55
1239,INC0000401,55
1240,INC0000401,55
1241,INC0000403,386
1242,INC0000403,386
1243,INC0000403,386
1244,INC0000403,386
1245,INC0000403,386
1246,INC0000403,386
1247,INC0000403,386
1248,INC0000403,386
1249,INC0000403,386
1250,INC0000403,386
1251,INC0000403,386
1252,INC0000403,386
1253,INC0000403,386
1254,INC0000403,386
1255,INC0000403,386
1256,INC0000403,386
1257,INC0000403,386
1258,INC0000403,386
1259,INC0000403,386
1260,INC0000403,386
1261,INC0000403,386
1262,INC0000403,386
1263,INC0000405,386
1264,INC0000405,386
1265,INC0000405,386
1266,INC0000405,386
1267,INC0000418,221
1268,INC0000418,221
1269,INC0000418,221
1270,INC0000418,221
1271,INC0000418,221
1272,INC0000418,221
1273,INC0000418,221
1274,INC0000418,221
1275,INC0000418,221
1276,INC0000418,221
1277,INC0000419,239
1278,INC0000419,239
1279,INC0000419,239
1280,INC0000419,239
1281,INC0000419,239
1282,INC0000425,305
1283,INC0000425,305
1284,INC0000425,305
1285,INC0000433,305
1286,INC0000433,305
1287,INC0000433,305
1288,INC0000433,305
1289,INC0000433,305
1290,INC0000433,305
1291,INC0000433,305
1292,INC0000433,305
1293,INC0000434,305
1294,INC0000434,305
1295,INC0000434,305
1296,INC0000434,305
1297,INC0000439,433
1298,INC0000439,433
1299,INC0000439,433
1300,INC0000439,433
1301,INC0000440,305
1302,INC0000440,305
1303,INC0000440,305
1304,INC0000440,305
1305,INC0000440,305
1306,INC0000440,305
1307,INC0000441,239
1308,INC0000441,239
1309,INC0000441,239
1310,INC0000441,239
1311,INC0000441,239
1312,INC0000441,239
1313,INC0000441,239
1314,INC0000441,239
1315,INC0000441,239
1316,INC0000441,239
1317,INC0000441,239
1318,INC0000441,239
1319,INC0000441,239
1320,INC0000441,239
1321,INC0000441,239
1322,INC0000441,239
1323,INC0000441,239
1324,INC0000441,239
1325,INC0000455,305
1326,INC0000455,305
1327,INC0000455,305
1328,INC0000455,305
1329,INC0000458,305
1330,INC0000458,305
1331,INC0000458,305
1332,INC0000458,305
1333,INC0000458,305
1334,INC0000458,305
1335,INC0000458,305
1336,INC0000458,305
1337,INC0000458,305
1338,INC0000458,305
1339,INC0000458,305
1340,INC0000458,305
1341,INC0000458,305
1342,INC0000464,443
1343,INC0000464,443
1344,INC0000464,443
1345,INC0000464,443
1346,INC0000464,443
1347,INC0000467,443
1348,INC0000467,443
1349,INC0000467,443
1350,INC0000467,443
1351,INC0000467,443
1352,INC0000467,443
1353,INC0000467,443
1354,INC0000467,443
1355,INC0000467,443
1356,INC0000467,443
1357,INC0000467,443
1358,INC0000468,443
1359,INC0000468,443
1360,INC0000468,443
1361,INC0000468,443
